"","title","male_vs_female","male_rating","genre","popular","budget","young","critics","reviews","male_vote_prop","male_votes","duration","year","male_gt_female","total_votes","comedy","drama"
"747","Beethoven 2",-0.8,4.7,"Comedy",24805,1.5e+07,0.175035360678925,14,33,0.559136383407806,14140,89,1993,0,25289,"no","no"
"749","Kickboxing mortale",-0.0999999999999996,5.5,"Action",4709,7e+06,0.0508431272355646,24,39,0.75370691315232,3914,101,1993,0,5193,"no","no"
"751","A Beverly Hills... signori si diventa",-0.6,4.9,"Comedy",16609,2.5e+07,0.0745594215996385,21,73,0.647341016790499,11065,92,1993,0,17093,"no","no"
"756","Desideri smarriti",-0.0999999999999996,5.7,"Drama",1656,2500000,0.0118744698897371,14,25,0.550934579439252,1179,95,1993,0,2140,"no","no"
"757","Scatto mortale",-0.899999999999999,4.4,"Thriller",-180,3500000,0.0256410256410256,6,4,0.641447368421053,195,98,1994,0,304,"no","no"
"758","Ultracorpi - L'invasione continua",0.2,6,"Horror",15883,1.3e+07,0.0553721107442215,73,93,0.721634997250565,11811,87,1993,1,16367,"no","no"
"759","Bopha!",0.5,6.4,"Drama",337,1.2e+07,0.0562390158172232,5,13,0.69305724725944,569,120,1993,1,821,"no","no"
"761","Patto di sangue",0,7.9,"Crime",27829,3.5e+07,0.106754639958229,16,138,0.744075159820577,21067,180,1993,0,28313,"no","no"
"763","Bronx",0,7.8,"Crime",124603,2.2e+07,0.180919261835191,53,223,0.719555189588047,90007,121,1993,0,125087,"no","no"
"766","Carlito's Way",0.2,7.9,"Crime",196080,3e+07,0.163754670877546,106,338,0.747446124417492,146921,144,1993,1,196564,"no","no"
"767","Carnosaur - La distruzione",0,3.6,"Horror",3136,850000,0.106031502112947,82,86,0.719060773480663,2603,83,1993,0,3620,"no","no"
"769","Clean, Shaven",0,7.1,"Crime",4646,68000,0.149930458970793,51,50,0.700779727095517,3595,79,1993,0,5130,"no","no"
"771","Teste di cono",-0.100000000000001,5.3,"Comedy",49163,3.3e+07,0.0931260524416647,40,101,0.66984913489234,33256,88,1993,0,49647,"no","no"
"773","Un piedipiatti e mezzo",-0.9,4,"Comedy",7635,1.4e+07,0.0682438580527752,18,51,0.676807488606971,5495,97,1993,0,8119,"no","no"
"775","La ragazza della porta accanto",-0.399999999999999,5.7,"Drama",15540,6e+06,0.0728715728715729,40,88,0.518971542685971,8316,89,1993,0,16024,"no","no"
"777","La metà oscura",0,6,"Horror",15110,1.5e+07,0.0604935980701429,96,82,0.69116326792356,10778,122,1993,0,15594,"no","no"
"779","Dave - Presidente per un giorno",-0.100000000000001,6.8,"Comedy",47672,2.8e+07,0.0508445888764768,55,146,0.613443807625218,29541,110,1993,0,48156,"no","no"
"780","La vita è un sogno",0.199999999999999,7.6,"Comedy",161022,6900000,0.229609672248296,171,478,0.641177417557242,103554,102,1993,1,161506,"no","no"
"783","Demolition Man",0,6.7,"Action",154993,5.7e+07,0.108864861992934,114,278,0.726338944023875,112929,115,1993,0,155477,"no","no"
"790","Dragon - La storia di Bruce Lee",-0.2,7,"Action",26545,1.4e+07,0.0881707254811865,38,101,0.724666099374746,19587,120,1993,0,27029,"no","no"
"792","Cowgirl - Il nuovo sesso",-0.199999999999999,4.4,"Comedy",6484,8e+06,0.0393900889453621,26,50,0.564724454649828,3935,106,1993,0,6968,"no","no"
"801","Il socio",0,6.8,"Drama",116215,4.2e+07,0.0948775459931804,64,191,0.660939682430869,77131,154,1993,0,116699,"no","no"
"807","Amore con interessi",0,6.2,"Comedy",11876,3e+07,0.0513966480446927,16,37,0.651699029126214,8055,96,1993,0,12360,"no","no"
"812","Il fuggitivo",0.0999999999999996,7.8,"Action",261715,4.4e+07,0.142260808658224,130,340,0.675189455337358,177034,130,1993,1,262199,"no","no"
"815","Geronimo",0,6.5,"Drama",8413,3.5e+07,0.0537889574434425,22,61,0.710464201416208,6321,115,1993,0,8897,"no","no"
"816","Gettysburg",0,7.6,"Drama",25187,2.5e+07,0.0851390641285863,23,290,0.710100892057185,18229,271,1993,0,25671,"no","no"
"817","Killer machine",-0.3,4.5,"Horror",2699,1.2e+07,0.0397010742643624,29,49,0.672635878102419,2141,95,1993,0,3183,"no","no"
"819","L'innocenza del diavolo",-0.4,6.3,"Drama",35317,1.7e+07,0.123524709644049,51,170,0.594033686209882,21267,87,1993,0,35801,"no","no"
"822","Ricomincio da capo",0.5,8.1,"Comedy",568875,14600000,0.206616550456494,129,778,0.638300263981073,363422,101,1993,1,569359,"no","no"
"824","Per legittima accusa",-0.2,5.6,"Crime",4171,1.2e+07,0.0278227110967324,25,42,0.664017185821697,3091,107,1993,0,4655,"no","no"
"825","Senza tregua",0.2,6.2,"Action",42989,1.8e+07,0.0832305609866145,98,203,0.764727532031376,33245,97,1993,1,43473,"no","no"
"828","4 fantasmi per un sogno",-0.5,6.8,"Comedy",15434,2.5e+07,0.0724129290904535,20,81,0.501444905138837,7982,104,1993,0,15918,"no","no"
"834","Hocus Pocus",-1.1,6.4,"Comedy",90354,2.8e+07,0.196167928976275,58,196,0.438957264580902,39874,96,1993,0,90838,"no","no"
"835","Hot Shots! 2",0.4,6.7,"Action",82445,2.5e+07,0.132309144465963,36,114,0.740959133716794,61447,86,1993,1,82929,"no","no"
"838","Nel centro del mirino",0,7.2,"Action",90028,4e+07,0.0932134347859503,68,167,0.718744475870603,65055,128,1993,0,90512,"no","no"
"840","Proposta indecente",-0.399999999999999,5.9,"Drama",61384,3.8e+07,0.0838014981273408,60,144,0.586927005883494,36312,117,1993,0,61868,"no","no"
"843","Jason va all'inferno",-0.2,4.2,"Fantasy",26926,3e+06,0.169136970461474,141,358,0.694126231302444,19026,87,1993,0,27410,"no","no"
"846","Jurassic Park",0.0999999999999996,8.1,"Action",845537,6.3e+07,0.250552614684366,350,1157,0.614942182286255,520254,127,1993,1,846021,"no","no"
"847","Kalifornia",-0.0999999999999996,6.7,"Crime",49687,9e+06,0.0793795343472058,62,188,0.656614378824421,32943,117,1993,0,50171,"no","no"
"848","The Killing Box",-0.399999999999999,4.7,"Horror",122,1200000,0.0305164319248826,6,15,0.702970297029703,426,80,1993,0,606,"no","no"
"850","Last Action Hero - L'ultimo grande eroe",0.2,6.4,"Action",133584,8.5e+07,0.106392168154333,117,313,0.725333412894949,97244,130,1993,1,134068,"no","no"
"851","Leprechaun",0.0999999999999996,4.8,"Comedy",22271,9e+05,0.147520688082361,92,197,0.674445176884201,15347,92,1993,1,22755,"no","no"
"857","Senti chi parla adesso!",-1,4.1,"Comedy",26759,2.2e+07,0.084472049689441,19,36,0.561428623866681,15295,96,1993,0,27243,"no","no"
"858","Proibito amare",-0.4,6.6,"Comedy",2098,1.5e+07,0.0387902695595003,15,30,0.589078233927188,1521,114,1993,0,2582,"no","no"
"861","Lo sbirro, il boss e la bionda",0.100000000000001,6.2,"Comedy",19678,1.9e+07,0.0624734682326305,23,64,0.701021724035314,14134,97,1993,1,20162,"no","no"
"864","Il miglior amico dell'uomo",-0.4,5.1,"Comedy",3483,6e+06,0.0417877906976744,41,44,0.693723216536426,2752,87,1993,0,3967,"no","no"
"865","Misterioso omicidio a Manhattan",-0.2,7.3,"Comedy",37814,13500000,0.139847139020863,74,115,0.632017337719985,24205,104,1993,0,38298,"no","no"
"867","Di coppia in coppia",-0.9,5.6,"Comedy",361,1.4e+07,0.0374707259953162,7,12,0.505325443786982,427,112,1991,0,845,"no","no"
"868","Matinee",0.100000000000001,6.9,"Comedy",8841,1.3e+07,0.0651010701545779,94,66,0.721501340482574,6728,99,1993,1,9325,"no","no"
"869","Nella giungla di cemento",0.2,7.5,"Crime",50023,3500000,0.143764590911559,33,118,0.729364246540084,36838,97,1993,1,50507,"no","no"
"871","The Meteor Man",-0.600000000000001,5.1,"Action",7095,3e+07,0.0644768856447689,20,31,0.65074548093416,4932,100,1993,0,7579,"no","no"
"875","La notte della verità",-0.5,5.3,"Drama",2445,8e+06,0.0591245025582717,13,31,0.600546261522704,1759,96,1993,0,2929,"no","no"
"877","Missili per casa",-0.6,3.7,"Action",8240,1e+07,0.0932539682539683,9,28,0.693259972489684,6048,84,1993,0,8724,"no","no"
"879","Mrs. Doubtfire - Mammo per sempre",-0.399999999999999,6.9,"Comedy",238961,2.5e+07,0.200652958443441,62,286,0.570523502265656,136609,125,1993,0,239445,"no","no"
"883","My Life - Questa mia vita",-0.2,6.8,"Drama",10005,1.5e+07,0.0508558262014483,18,79,0.579273524644866,6076,117,1993,0,10489,"no","no"
"885","Palle in canna",0.100000000000001,6.2,"Action",43287,1.3e+07,0.065948355935352,24,79,0.737885814808892,32298,84,1993,1,43771,"no","no"
"890","La notte che non c'incontrammo",-0.0999999999999996,5.9,"Comedy",1874,8e+06,0.024024024024024,10,11,0.564885496183206,1332,99,1993,0,2358,"no","no"
"893","Accerchiato",0,5.7,"Action",20821,1.5e+07,0.0678900231727939,36,67,0.749448486270828,15967,94,1993,0,21305,"no","no"
"894","George Balanchine lo schiaccianoci",-1.2,5.3,"Family",1246,1.9e+07,0.124390243902439,14,22,0.473988439306358,820,92,1993,0,1730,"no","no"
"899","Il rapporto Pelican",-0.2,6.6,"Crime",74824,4.5e+07,0.0629855537720706,56,114,0.620452010410581,46725,141,1993,0,75308,"no","no"
"900","Un mondo perfetto",-0.0999999999999996,7.5,"Crime",71858,3e+07,0.0984337373375525,70,150,0.6945757651157,50247,138,1993,0,72342,"no","no"
"901","Philadelphia",-0.4,7.6,"Drama",219204,2.6e+07,0.169810112167625,85,302,0.639561560030589,140504,125,1993,0,219688,"no","no"
"908","The Program",0.2,6.5,"Action",8408,1.5e+07,0.0300774722770773,14,39,0.740328385065227,6583,112,1993,1,8892,"no","no"
"915","Quadrato di sangue II: A ferro e fuoco",0.2,4.3,"Action",-26,2e+06,0.0401146131805158,9,6,0.762008733624454,349,94,1993,1,458,"no","no"
"916","Sol levante",0,6.2,"Action",41009,3.5e+07,0.0394745615789825,45,84,0.72286891764876,29994,125,1993,0,41493,"no","no"
"917","RoboCop 3",-0.2,4.1,"Action",44646,2.2e+07,0.0985340344898499,101,208,0.754243297141591,34039,104,1993,0,45130,"no","no"
"919","La recluta dell'anno",-0.3,6,"Comedy",24120,1e+07,0.115631432376801,20,45,0.671354251341245,16518,103,1993,0,24604,"no","no"
"920","Ruby in paradiso",-0.399999999999999,6.9,"Drama",1859,8e+05,0.0326530612244898,15,29,0.522833973538199,1225,114,1993,0,2343,"no","no"
"929","Sister Act 2 - Più svitata che mai",-1,5.3,"Comedy",47475,3.8e+07,0.122605055546611,20,97,0.518025813715882,24844,107,1993,0,47959,"no","no"
"933","Insonnia d'amore",-0.3,6.7,"Comedy",155806,2.1e+07,0.134364287154668,86,252,0.507671636061168,79344,105,1993,0,156290,"no","no"
"934","Sliver",-0.3,5,"Drama",28059,4e+07,0.0519196012925133,52,82,0.63970150299548,18259,107,1993,0,28543,"no","no"
"936","Mia moglie è una pazza assassina?",-0.199999999999999,6.4,"Comedy",32337,2e+07,0.0608016958951628,45,134,0.632399987812681,20756,93,1993,0,32821,"no","no"
"940","Impatto imminente",-0.2,5.8,"Action",39218,3e+07,0.0586767821748343,40,101,0.737040955115611,29262,102,1993,0,39702,"no","no"
"947","Maledetta ambizione",-0.2,5.3,"Drama",2556,1.5e+07,0.0267295597484277,23,27,0.627631578947368,1908,96,1993,0,3040,"no","no"
"950","Tre di cuori",-0.3,5.5,"Comedy",1426,1.1e+07,0.0223880597014925,14,10,0.561256544502618,1072,102,1993,0,1910,"no","no"
"953","Tombstone",-0.100000000000001,7.8,"Action",122660,2.5e+07,0.0956040323913403,94,509,0.687926330150068,84714,130,1993,0,123144,"no","no"
"957","Qualcuno da amare",-0.5,6.6,"Drama",12021,7500000,0.0371000680735194,23,87,0.469892043182727,5876,102,1993,0,12505,"no","no"
"962","Fusi di testa 2 - Waynestock",0.100000000000001,6.2,"Comedy",75349,4e+07,0.121818531334102,46,93,0.685981037279285,52020,95,1993,1,75833,"no","no"
"964","Buon compleanno Mr. Grape",-0.2,7.7,"Drama",209838,1.1e+07,0.220941203957478,90,352,0.529107749070473,111283,118,1993,0,210322,"no","no"
"977","Ace Ventura - L'acchiappanimali",0.4,7,"Comedy",271866,1.5e+07,0.229797650839141,80,295,0.676467780429594,184236,86,1994,1,272350,"no","no"
"984","Angels",-0.4,6.1,"Comedy",28122,2.4e+07,0.150306400363141,23,64,0.616094525623995,17624,102,1994,0,28606,"no","no"
"990","Bad Girls",-0.8,5,"Action",11000,2.5e+07,0.0295346062052506,26,47,0.583768721699756,6704,99,1994,0,11484,"no","no"
"992","Barcelona",0.2,7,"Comedy",5103,3200000,0.0874439461883408,43,51,0.638625380347235,3568,101,1994,1,5587,"no","no"
"996","Beverly Hills Cop III - Un piedipiatti a Beverly Hills III",-0.2,5.6,"Action",74200,5e+07,0.130288723442891,48,145,0.737373466873761,55070,104,1994,0,74684,"no","no"
"999","Un eroe fatto in casa",-0.0999999999999996,5,"Action",8511,3e+07,0.0780092991217496,16,28,0.645580878265703,5807,92,1994,0,8995,"no","no"
"1000","Occhi nelle tenebre",-0.300000000000001,6.1,"Crime",7179,1.1e+07,0.0299117710350764,29,39,0.606420461960068,4647,106,1993,0,7663,"no","no"
"1001","Blown Away - Follia esplosiva",-0.0999999999999996,6.2,"Action",27230,2.8e+07,0.0411794102948526,43,81,0.722017752760338,20010,121,1994,0,27714,"no","no"
"1005","Pallottole su Broadway",0,7.4,"Comedy",34308,2e+07,0.107008157179195,67,90,0.655380547252242,22802,98,1994,0,34792,"no","no"
"1011","China Moon - Luna di sangue",0,6.3,"Crime",5360,1.5e+07,0.0411099691675231,23,55,0.665982203969884,3892,99,1994,0,5844,"no","no"
"1012","Scappo dalla città 2",-0.2,5.5,"Comedy",17402,4e+07,0.0337865014882149,15,50,0.695012859219501,12431,116,1994,0,17886,"no","no"
"1015","Clerks - Commessi",0.2,7.7,"Comedy",208722,27000,0.158382722389551,138,649,0.688766096574668,144094,92,1994,1,209206,"no","no"
"1016","Il cliente",-0.399999999999999,6.7,"Crime",58309,4.5e+07,0.0690260631001372,50,112,0.619971765346215,36450,119,1994,0,58793,"no","no"
"1017","Ma chi me l'ha fatto fare!",-0.899999999999999,5.4,"Comedy",6126,1.9e+07,0.0656810470189045,18,94,0.624205748865356,4126,90,1994,0,6610,"no","no"
"1021","Sonny & Pepper. Due irresistibili cowboy",-0.5,5.9,"Action",7162,3.5e+07,0.0386130811662727,21,30,0.663876536751242,5076,102,1994,0,7646,"no","no"
"1024","Crooklyn",-0.8,6.8,"Comedy",8580,1.4e+07,0.102649656526006,35,48,0.56211385701677,5095,115,1994,0,9064,"no","no"
"1025","Il corvo - The Crow",-0.3,7.5,"Action",163147,2.3e+07,0.141690096987792,150,609,0.667287983328342,109189,102,1994,0,163631,"no","no"
"1026","Curse of the Starving Class",-3.2,5.1,"Drama",1903,12577385,0.0422740524781341,1,10,0.287390029325513,686,102,1994,0,2387,"no","no"
"1041","Rivelazioni",0,6.1,"Drama",45066,5.5e+07,0.0551708141422844,64,105,0.662546652030735,30179,128,1994,0,45550,"no","no"
"1047","Omicidio nel vuoto",-0.100000000000001,5.6,"Action",18469,4.5e+07,0.0417658515472841,28,51,0.731440932833852,13863,101,1994,0,18953,"no","no"
"1048","Scemo & più scemo",0.800000000000001,7.4,"Comedy",346912,1.7e+07,0.225863919116044,94,474,0.686720630059068,238564,107,1994,1,347396,"no","no"
"1054","A letto con l'amico",-0.4,5.1,"Comedy",2071,1.3e+07,0.0601092896174863,13,19,0.501369863013699,1281,97,1994,0,2555,"no","no"
"1059","I Flintstones",-0.4,4.8,"Comedy",73930,4.6e+07,0.155146374262956,48,114,0.64954175289596,48335,91,1994,0,74414,"no","no"
"1061","Forrest Gump",0.100000000000001,8.8,"Drama",1755006,5.5e+07,0.28761329545545,169,2416,0.572681131763781,1005336,142,1994,1,1755490,"no","no"
"1062","Freaked - sgorbi",0,6.4,"Comedy",5754,1.1e+07,0.0647449096316632,62,77,0.700705354280218,4371,86,1993,0,6238,"no","no"
"1084","Una figlia in carriera",-0.0999999999999996,5.5,"Comedy",1920,4e+07,0.0331978319783198,15,19,0.613976705490849,1476,115,1994,0,2404,"no","no"
"1085","Genio per amore",-0.0999999999999996,6.2,"Comedy",22789,2.5e+07,0.0567513219632085,33,81,0.576934645297125,13427,100,1994,0,23273,"no","no"
"1094","Intervista col vampiro",-0.3,7.5,"Drama",289054,6e+07,0.146156283440842,67,466,0.577723822088983,167273,123,1994,0,289538,"no","no"
"1095","Può succedere anche a te",-0.2,6.3,"Comedy",34276,2e+07,0.085983566940551,38,90,0.595224395857307,20690,101,1994,0,34760,"no","no"
"1098","Amicizie pericolose",-0.899999999999999,6.4,"Crime",3091,7e+06,0.0663456393793472,14,22,0.522797202797203,1869,119,1994,0,3575,"no","no"
"1102","Junior",-0.300000000000001,4.6,"Comedy",63512,6e+07,0.10615925058548,43,90,0.667229201825114,42700,109,1994,0,63996,"no","no"
"1108","Vento di passioni",-0.2,7.5,"Drama",144355,3e+07,0.142762683337341,68,407,0.574292835493203,83180,133,1994,0,144839,"no","no"
"1109","Leprechaun 2",0.0999999999999996,4.6,"Comedy",8152,2e+06,0.149859248219904,45,89,0.699282075034738,6039,85,1994,1,8636,"no","no"
"1113","Piccoli campioni",-0.5,6.3,"Comedy",24910,2e+07,0.129283110571081,10,48,0.648184610537922,16460,107,1994,0,25394,"no","no"
"1114","Piccole canaglie",-0.800000000000001,6.1,"Comedy",41651,2.3e+07,0.239856189008731,14,62,0.554503381986472,23364,82,1994,0,42135,"no","no"
"1116","Love Affair - Un grande amore",-0.5,5.8,"Comedy",3865,6e+07,0.0324178298063935,14,46,0.510692113129455,2221,108,1994,0,4349,"no","no"
"1119","Detective Shame: indagine ad alto rischio",-0.8,5.8,"Action",5934,1e+07,0.0435301132975552,9,30,0.522592708008725,3354,100,1994,0,6418,"no","no"
"1123","Major League - La rivincita",0,5.6,"Comedy",24221,2.5e+07,0.0588752679896652,20,54,0.736328678405181,18191,105,1994,0,24705,"no","no"
"1124","The Mask - Da zero a mito",0.2,6.9,"Action",338400,2.3e+07,0.255563305807439,75,291,0.655725853094274,222215,101,1994,1,338884,"no","no"
"1125","Maverick",-0.0999999999999996,7,"Action",99385,7.5e+07,0.080200099174518,49,126,0.686559392804574,68566,127,1994,0,99869,"no","no"
"1132","Agenzia salvagente",-0.9,5.3,"Comedy",9693,1.5e+07,0.0741924629878869,26,123,0.584062100815565,5944,97,1994,0,10177,"no","no"
"1137","Una pallottola spuntata 33 1/3 - L'insulto finale",0.2,6.5,"Comedy",94828,3e+07,0.154856807545334,57,105,0.733076632533154,69871,83,1994,1,95312,"no","no"
"1139","Assassini nati - Natural Born Killers",-0.2,7.3,"Action",212131,3.4e+07,0.156154756106047,161,639,0.675916562801308,143710,118,1994,0,212615,"no","no"
"1141","Nell",-0.399999999999999,6.4,"Drama",26379,3.1e+07,0.0551359516616314,33,93,0.542158359081264,14564,112,1994,0,26863,"no","no"
"1143","Karate Kid 4",-0.9,4.3,"Action",24445,1.2e+07,0.151107837721721,33,96,0.653576156283846,16293,107,1994,0,24929,"no","no"
"1150","La vita a modo mio",0.100000000000001,7.4,"Comedy",17635,2e+07,0.0526668341287784,53,105,0.659142336773553,11943,110,1994,1,18119,"no","no"
"1152","Sfida tra i ghiacci",-0.100000000000001,4.6,"Action",21361,5e+07,0.062848200312989,66,152,0.731288624399176,15975,101,1994,0,21845,"no","no"
"1153","PCU",-0.2,6.6,"Comedy",11371,8e+06,0.0374153846153846,16,62,0.685364824968368,8125,79,1994,0,11855,"no","no"
"1159","Fantasmi III - Lord of the Dead",0,6,"Action",7808,2500000,0.0752015797268389,82,83,0.732875060299083,6077,91,1994,0,8292,"no","no"
"1164","Scuola di polizia: Missione a Mosca",-0.6,3.5,"Comedy",30845,6200000,0.122144151310266,26,116,0.722302020492196,22629,83,1994,0,31329,"no","no"
"1170","Pulp Fiction",0.4,8.9,"Crime",1779663,8e+06,0.261876653440665,289,3058,0.614304886057163,1093553,154,1994,1,1780147,"no","no"
"1172","Benvenuti a Radioland",-0.6,6.2,"Comedy",2839,1.5e+07,0.0373308446103593,28,51,0.644899187481192,2143,108,1994,0,3323,"no","no"
"1179","Mezzo professore tra i marines",-0.7,6.1,"Comedy",15974,4e+07,0.0566908371786421,14,66,0.645218131000121,10619,128,1994,0,16458,"no","no"
"1180","Non aprite quella porta IV",-0.4,3.2,"Comedy",19038,6e+05,0.13857056694813,70,287,0.679438582112488,13264,87,1995,0,19522,"no","no"
"1184","Richie Rich - Il più ricco del mondo",-0.5,5.2,"Comedy",61913,4e+07,0.231273192578375,25,50,0.626232030386076,39075,95,1994,0,62397,"no","no"
"1196","La signora ammazzatutti",-0.2,6.7,"Comedy",25905,1.3e+07,0.0810104529616725,67,122,0.609041646140437,16072,95,1994,0,26389,"no","no"
"1199","L'uomo ombra",-0.300000000000001,6.1,"Action",22488,2.5e+07,0.0565392599829039,91,158,0.712954901619363,16378,108,1994,0,22972,"no","no"
"1201","Le ali della libertà",0.100000000000001,9.3,"Drama",2278361,2.5e+07,0.280815018347893,164,8232,0.611188123808333,1392803,142,1994,1,2278845,"no","no"
"1204","Rosso d'autunno",-0.5,5.9,"Drama",3062,3e+07,0.032180595581172,12,27,0.587140439932318,2082,101,1994,0,3546,"no","no"
"1215","Spanking the Monkey",-0.2,6.2,"Comedy",5400,2e+05,0.0811291963377416,34,70,0.668252889191027,3932,100,1994,0,5884,"no","no"
"1216","Lo specialista",0,5.6,"Action",61025,4.5e+07,0.0724321224552813,43,135,0.737111642198703,45339,110,1994,0,61509,"no","no"
"1218","Speed",-0.0999999999999996,7.2,"Action",321791,3e+07,0.18181394894049,131,445,0.666415328523776,214769,116,1994,0,322275,"no","no"
